# q=  0.16000000E-02  0.20000000E-03 -0.20000000E-03  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     178     -0.29721336E-02     -0.30863513E-02     -0.37451086E-03     -0.62421117E-03
     179     -0.29727948E-02     -0.30863513E-02     -0.37576967E-03     -0.62421117E-03
     180     -0.29735069E-02     -0.30863513E-02     -0.37706595E-03     -0.62421117E-03
     181     -0.29742653E-02     -0.30863513E-02     -0.37838112E-03     -0.62421117E-03
     182     -0.29749148E-02     -0.30863513E-02     -0.37955039E-03     -0.62421117E-03
     183     -0.29755538E-02     -0.30863513E-02     -0.38077823E-03     -0.62421117E-03
     184     -0.29761767E-02     -0.30863513E-02     -0.38203455E-03     -0.62421117E-03
     185     -0.29767591E-02     -0.30863513E-02     -0.38316810E-03     -0.62421117E-03
     186     -0.29772902E-02     -0.30863513E-02     -0.38424290E-03     -0.62421117E-03
     187     -0.29778936E-02     -0.30863513E-02     -0.38545673E-03     -0.62421117E-03
     188     -0.29785393E-02     -0.30863513E-02     -0.38675778E-03     -0.62421117E-03
     189     -0.29790921E-02     -0.30863513E-02     -0.38795364E-03     -0.62421117E-03
     190     -0.29796340E-02     -0.30863513E-02     -0.38908014E-03     -0.62421117E-03
     191     -0.29801961E-02     -0.30863513E-02     -0.39020023E-03     -0.62421117E-03
     192     -0.29807220E-02     -0.30863513E-02     -0.39143564E-03     -0.62421117E-03
     193     -0.29813011E-02     -0.30863513E-02     -0.39261419E-03     -0.62421117E-03
     194     -0.29819069E-02     -0.30863513E-02     -0.39386305E-03     -0.62421117E-03
     195     -0.29823958E-02     -0.30863513E-02     -0.39499041E-03     -0.62421117E-03
     196     -0.29828885E-02     -0.30863513E-02     -0.39616406E-03     -0.62421117E-03
     197     -0.29834257E-02     -0.30863513E-02     -0.39721635E-03     -0.62421117E-03
     198     -0.29839362E-02     -0.30863513E-02     -0.39821791E-03     -0.62421117E-03
     199     -0.29844544E-02     -0.30863513E-02     -0.39929175E-03     -0.62421117E-03
     200     -0.29849475E-02     -0.30863513E-02     -0.40032413E-03     -0.62421117E-03
     201     -0.29854566E-02     -0.30863513E-02     -0.40139237E-03     -0.62421117E-03
     202     -0.29859966E-02     -0.30863513E-02     -0.40238228E-03     -0.62421117E-03
     203     -0.29865231E-02     -0.30863513E-02     -0.40347556E-03     -0.62421117E-03
     204     -0.29871028E-02     -0.30863513E-02     -0.40461900E-03     -0.62421117E-03
     205     -0.29875516E-02     -0.30863513E-02     -0.40561142E-03     -0.62421117E-03
     206     -0.29879897E-02     -0.30863513E-02     -0.40671873E-03     -0.62421117E-03
     207     -0.29884689E-02     -0.30863513E-02     -0.40780244E-03     -0.62421117E-03
     208     -0.29889794E-02     -0.30863513E-02     -0.40887312E-03     -0.62421117E-03
     209     -0.29894390E-02     -0.30863513E-02     -0.40996954E-03     -0.62421117E-03
     210     -0.29899037E-02     -0.30863513E-02     -0.41099332E-03     -0.62421117E-03
     211     -0.29903380E-02     -0.30863513E-02     -0.41194163E-03     -0.62421117E-03
     212     -0.29907862E-02     -0.30863513E-02     -0.41298207E-03     -0.62421117E-03
     213     -0.29912401E-02     -0.30863513E-02     -0.41404938E-03     -0.62421117E-03
     214     -0.29916430E-02     -0.30863513E-02     -0.41498790E-03     -0.62421117E-03
     215     -0.29921167E-02     -0.30863513E-02     -0.41607194E-03     -0.62421117E-03
     216     -0.29925027E-02     -0.30863513E-02     -0.41706424E-03     -0.62421117E-03
     217     -0.29929088E-02     -0.30863513E-02     -0.41802881E-03     -0.62421117E-03
     218     -0.29933405E-02     -0.30863513E-02     -0.41908282E-03     -0.62421117E-03

# q=  0.25000000E+00  0.50000000E+00  0.75000000E+00  (qpt 15)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.27831572E-03     -0.46013735E-02     -0.22660033E-05     -0.57536757E-03
       2     -0.59988946E-03     -0.46013735E-02     -0.41660772E-05     -0.57536757E-03
       3     -0.95323272E-03     -0.46013735E-02     -0.55969383E-05     -0.57536757E-03
       4     -0.12640563E-02     -0.46013735E-02     -0.72680045E-05     -0.57536757E-03
       5     -0.14675169E-02     -0.46013735E-02     -0.92234422E-05     -0.57536757E-03
       6     -0.16204226E-02     -0.46013735E-02     -0.11806773E-04     -0.57536757E-03
       7     -0.17070343E-02     -0.46013735E-02     -0.14735936E-04     -0.57536757E-03
       8     -0.17769449E-02     -0.46013735E-02     -0.17093156E-04     -0.57536757E-03
       9     -0.18561215E-02     -0.46013735E-02     -0.19534579E-04     -0.57536757E-03
      10     -0.19209074E-02     -0.46013735E-02     -0.22770157E-04     -0.57536757E-03
      11     -0.20066793E-02     -0.46013735E-02     -0.25055584E-04     -0.57536757E-03
      12     -0.20869145E-02     -0.46013735E-02     -0.27301497E-04     -0.57536757E-03
      13     -0.21620388E-02     -0.46013735E-02     -0.29362579E-04     -0.57536757E-03
      14     -0.22375819E-02     -0.46013735E-02     -0.31072134E-04     -0.57536757E-03
      15     -0.23076695E-02     -0.46013735E-02     -0.33061898E-04     -0.57536757E-03
      16     -0.23741676E-02     -0.46013735E-02     -0.35050269E-04     -0.57536757E-03
      17     -0.24311319E-02     -0.46013735E-02     -0.37341833E-04     -0.57536757E-03
      18     -0.24854440E-02     -0.46013735E-02     -0.39833488E-04     -0.57536757E-03
      19     -0.25443106E-02     -0.46013735E-02     -0.41978432E-04     -0.57536757E-03
      20     -0.25997148E-02     -0.46013735E-02     -0.44111283E-04     -0.57536757E-03
      21     -0.26572543E-02     -0.46013735E-02     -0.46408986E-04     -0.57536757E-03
      22     -0.27073052E-02     -0.46013735E-02     -0.48860036E-04     -0.57536757E-03
      23     -0.27531342E-02     -0.46013735E-02     -0.51509103E-04     -0.57536757E-03
      24     -0.27967660E-02     -0.46013735E-02     -0.54206472E-04     -0.57536757E-03
      25     -0.28408840E-02     -0.46013735E-02     -0.56766820E-04     -0.57536757E-03
      26     -0.28873560E-02     -0.46013735E-02     -0.59416519E-04     -0.57536757E-03
      27     -0.29277473E-02     -0.46013735E-02     -0.62503276E-04     -0.57536757E-03
      28     -0.29675151E-02     -0.46013735E-02     -0.64906534E-04     -0.57536757E-03
      29     -0.30076096E-02     -0.46013735E-02     -0.68146307E-04     -0.57536757E-03
      30     -0.30472633E-02     -0.46013735E-02     -0.70856979E-04     -0.57536757E-03
      31     -0.30870539E-02     -0.46013735E-02     -0.73583829E-04     -0.57536757E-03
      32     -0.31250798E-02     -0.46013735E-02     -0.76509518E-04     -0.57536757E-03
      33     -0.31595551E-02     -0.46013735E-02     -0.79837705E-04     -0.57536757E-03
      34     -0.31952887E-02     -0.46013735E-02     -0.82975040E-04     -0.57536757E-03
      35     -0.32313047E-02     -0.46013735E-02     -0.85635688E-04     -0.57536757E-03
      36     -0.32640894E-02     -0.46013735E-02     -0.88692924E-04     -0.57536757E-03
      37     -0.32965929E-02     -0.46013735E-02     -0.91484632E-04     -0.57536757E-03
      38     -0.33275208E-02     -0.46013735E-02     -0.96022959E-04     -0.57536757E-03
      39     -0.33577737E-02     -0.46013735E-02     -0.10068335E-03     -0.57536757E-03
      40     -0.33858104E-02     -0.46013735E-02     -0.10491511E-03     -0.57536757E-03
      41     -0.34152729E-02     -0.46013735E-02     -0.10933048E-03     -0.57536757E-03
      42     -0.34440962E-02     -0.46013735E-02     -0.11348611E-03     -0.57536757E-03
      43     -0.34729124E-02     -0.46013735E-02     -0.11906657E-03     -0.57536757E-03
      44     -0.35005752E-02     -0.46013735E-02     -0.12270660E-03     -0.57536757E-03
      45     -0.35273515E-02     -0.46013735E-02     -0.12621923E-03     -0.57536757E-03
      46     -0.35545208E-02     -0.46013735E-02     -0.13007802E-03     -0.57536757E-03
      47     -0.35793500E-02     -0.46013735E-02     -0.13334187E-03     -0.57536757E-03
      48     -0.36049507E-02     -0.46013735E-02     -0.13594166E-03     -0.57536757E-03
      49     -0.36297715E-02     -0.46013735E-02     -0.13865796E-03     -0.57536757E-03
      50     -0.36526940E-02     -0.46013735E-02     -0.14119849E-03     -0.57536757E-03
      51     -0.36743411E-02     -0.46013735E-02     -0.14396850E-03     -0.57536757E-03
      52     -0.36959057E-02     -0.46013735E-02     -0.14667110E-03     -0.57536757E-03
      53     -0.37167747E-02     -0.46013735E-02     -0.14937472E-03     -0.57536757E-03
      54     -0.37372732E-02     -0.46013735E-02     -0.15222410E-03     -0.57536757E-03
      55     -0.37563122E-02     -0.46013735E-02     -0.15483870E-03     -0.57536757E-03
      56     -0.37764654E-02     -0.46013735E-02     -0.15705569E-03     -0.57536757E-03
      57     -0.37942842E-02     -0.46013735E-02     -0.15927993E-03     -0.57536757E-03
      58     -0.38114086E-02     -0.46013735E-02     -0.16169381E-03     -0.57536757E-03
      59     -0.38284455E-02     -0.46013735E-02     -0.16410585E-03     -0.57536757E-03
      60     -0.38459003E-02     -0.46013735E-02     -0.16621398E-03     -0.57536757E-03
      61     -0.38631869E-02     -0.46013735E-02     -0.16806827E-03     -0.57536757E-03
      62     -0.38787907E-02     -0.46013735E-02     -0.17005442E-03     -0.57536757E-03
      63     -0.38950215E-02     -0.46013735E-02     -0.17205556E-03     -0.57536757E-03
      64     -0.39101784E-02     -0.46013735E-02     -0.17375075E-03     -0.57536757E-03
      65     -0.39258440E-02     -0.46013735E-02     -0.17574658E-03     -0.57536757E-03
      66     -0.39411627E-02     -0.46013735E-02     -0.17755318E-03     -0.57536757E-03
      67     -0.39551685E-02     -0.46013735E-02     -0.17962049E-03     -0.57536757E-03
      68     -0.39681625E-02     -0.46013735E-02     -0.18136985E-03     -0.57536757E-03
      69     -0.39805104E-02     -0.46013735E-02     -0.18323390E-03     -0.57536757E-03
      70     -0.39930656E-02     -0.46013735E-02     -0.18505291E-03     -0.57536757E-03
      71     -0.40047659E-02     -0.46013735E-02     -0.18698963E-03     -0.57536757E-03
      72     -0.40169800E-02     -0.46013735E-02     -0.18875899E-03     -0.57536757E-03
      73     -0.40291930E-02     -0.46013735E-02     -0.19064623E-03     -0.57536757E-03
      74     -0.40403080E-02     -0.46013735E-02     -0.19261874E-03     -0.57536757E-03
      75     -0.40516918E-02     -0.46013735E-02     -0.19453466E-03     -0.57536757E-03
      76     -0.40617464E-02     -0.46013735E-02     -0.19682141E-03     -0.57536757E-03
      77     -0.40719673E-02     -0.46013735E-02     -0.19894658E-03     -0.57536757E-03
      78     -0.40812128E-02     -0.46013735E-02     -0.20075564E-03     -0.57536757E-03
      79     -0.40903764E-02     -0.46013735E-02     -0.20280941E-03     -0.57536757E-03
      80     -0.40997899E-02     -0.46013735E-02     -0.20452970E-03     -0.57536757E-03
      81     -0.41081578E-02     -0.46013735E-02     -0.20616855E-03     -0.57536757E-03
      82     -0.41169618E-02     -0.46013735E-02     -0.20789984E-03     -0.57536757E-03
      83     -0.41260146E-02     -0.46013735E-02     -0.20949077E-03     -0.57536757E-03
      84     -0.41347301E-02     -0.46013735E-02     -0.21116734E-03     -0.57536757E-03
      85     -0.41425298E-02     -0.46013735E-02     -0.21278740E-03     -0.57536757E-03
      86     -0.41498243E-02     -0.46013735E-02     -0.21438066E-03     -0.57536757E-03
      87     -0.41567393E-02     -0.46013735E-02     -0.21609879E-03     -0.57536757E-03
      88     -0.41647173E-02     -0.46013735E-02     -0.21771195E-03     -0.57536757E-03
      89     -0.41716473E-02     -0.46013735E-02     -0.21942349E-03     -0.57536757E-03
      90     -0.41784692E-02     -0.46013735E-02     -0.22111345E-03     -0.57536757E-03
      91     -0.41854381E-02     -0.46013735E-02     -0.22261707E-03     -0.57536757E-03
      92     -0.41925842E-02     -0.46013735E-02     -0.22407967E-03     -0.57536757E-03
      93     -0.41986368E-02     -0.46013735E-02     -0.22576997E-03     -0.57536757E-03
      94     -0.42053920E-02     -0.46013735E-02     -0.22705277E-03     -0.57536757E-03
      95     -0.42121870E-02     -0.46013735E-02     -0.22848069E-03     -0.57536757E-03
      96     -0.42184558E-02     -0.46013735E-02     -0.23020113E-03     -0.57536757E-03
      97     -0.42243615E-02     -0.46013735E-02     -0.23157588E-03     -0.57536757E-03
      98     -0.42302085E-02     -0.46013735E-02     -0.23299953E-03     -0.57536757E-03
      99     -0.42357061E-02     -0.46013735E-02     -0.23455158E-03     -0.57536757E-03
     100     -0.42414096E-02     -0.46013735E-02     -0.23594018E-03     -0.57536757E-03
     101     -0.42473325E-02     -0.46013735E-02     -0.23736822E-03     -0.57536757E-03
     102     -0.42528319E-02     -0.46013735E-02     -0.23863535E-03     -0.57536757E-03
     103     -0.42581149E-02     -0.46013735E-02     -0.23995133E-03     -0.57536757E-03
     104     -0.42630115E-02     -0.46013735E-02     -0.24139544E-03     -0.57536757E-03
     105     -0.42679766E-02     -0.46013735E-02     -0.24271499E-03     -0.57536757E-03
     106     -0.42729379E-02     -0.46013735E-02     -0.24408485E-03     -0.57536757E-03
     107     -0.42776574E-02     -0.46013735E-02     -0.24550464E-03     -0.57536757E-03
     108     -0.42820475E-02     -0.46013735E-02     -0.24697648E-03     -0.57536757E-03
     109     -0.42862716E-02     -0.46013735E-02     -0.24823258E-03     -0.57536757E-03
     110     -0.42904609E-02     -0.46013735E-02     -0.24959360E-03     -0.57536757E-03
     111     -0.42945373E-02     -0.46013735E-02     -0.25114966E-03     -0.57536757E-03
     112     -0.42987618E-02     -0.46013735E-02     -0.25246218E-03     -0.57536757E-03
     113     -0.43027932E-02     -0.46013735E-02     -0.25395643E-03     -0.57536757E-03
     114     -0.43066502E-02     -0.46013735E-02     -0.25546521E-03     -0.57536757E-03
     115     -0.43104095E-02     -0.46013735E-02     -0.25686631E-03     -0.57536757E-03
     116     -0.43142584E-02     -0.46013735E-02     -0.25829997E-03     -0.57536757E-03
     117     -0.43177427E-02     -0.46013735E-02     -0.26006136E-03     -0.57536757E-03
     118     -0.43209397E-02     -0.46013735E-02     -0.26142457E-03     -0.57536757E-03
     119     -0.43240751E-02     -0.46013735E-02     -0.26295860E-03     -0.57536757E-03
     120     -0.43272119E-02     -0.46013735E-02     -0.26450050E-03     -0.57536757E-03
     121     -0.43304318E-02     -0.46013735E-02     -0.26607619E-03     -0.57536757E-03
     122     -0.43332000E-02     -0.46013735E-02     -0.26748693E-03     -0.57536757E-03
     123     -0.43363021E-02     -0.46013735E-02     -0.26899216E-03     -0.57536757E-03
     124     -0.43392179E-02     -0.46013735E-02     -0.27052722E-03     -0.57536757E-03
     125     -0.43418916E-02     -0.46013735E-02     -0.27232000E-03     -0.57536757E-03
     126     -0.43446937E-02     -0.46013735E-02     -0.27362458E-03     -0.57536757E-03
     127     -0.43472266E-02     -0.46013735E-02     -0.27518964E-03     -0.57536757E-03
     128     -0.43498959E-02     -0.46013735E-02     -0.27652735E-03     -0.57536757E-03
     129     -0.43523792E-02     -0.46013735E-02     -0.27810576E-03     -0.57536757E-03
     130     -0.43548529E-02     -0.46013735E-02     -0.27975656E-03     -0.57536757E-03
     131     -0.43571480E-02     -0.46013735E-02     -0.28143614E-03     -0.57536757E-03
     132     -0.43593595E-02     -0.46013735E-02     -0.28283822E-03     -0.57536757E-03
     133     -0.43616507E-02     -0.46013735E-02     -0.28435886E-03     -0.57536757E-03
     134     -0.43637374E-02     -0.46013735E-02     -0.28555801E-03     -0.57536757E-03
     135     -0.43659341E-02     -0.46013735E-02     -0.28694497E-03     -0.57536757E-03
     136     -0.43682512E-02     -0.46013735E-02     -0.28833574E-03     -0.57536757E-03
     137     -0.43704566E-02     -0.46013735E-02     -0.28982696E-03     -0.57536757E-03
     138     -0.43726008E-02     -0.46013735E-02     -0.29115302E-03     -0.57536757E-03
     139     -0.43747628E-02     -0.46013735E-02     -0.29251388E-03     -0.57536757E-03
     140     -0.43768005E-02     -0.46013735E-02     -0.29393673E-03     -0.57536757E-03
     141     -0.43789458E-02     -0.46013735E-02     -0.29537788E-03     -0.57536757E-03
     142     -0.43810550E-02     -0.46013735E-02     -0.29674185E-03     -0.57536757E-03
     143     -0.43829149E-02     -0.46013735E-02     -0.29814814E-03     -0.57536757E-03
     144     -0.43847544E-02     -0.46013735E-02     -0.29946335E-03     -0.57536757E-03
     145     -0.43864967E-02     -0.46013735E-02     -0.30078836E-03     -0.57536757E-03
     146     -0.43882088E-02     -0.46013735E-02     -0.30199578E-03     -0.57536757E-03
     147     -0.43899707E-02     -0.46013735E-02     -0.30325341E-03     -0.57536757E-03
     148     -0.43916794E-02     -0.46013735E-02     -0.30454748E-03     -0.57536757E-03
     149     -0.43932931E-02     -0.46013735E-02     -0.30583938E-03     -0.57536757E-03
     150     -0.43949076E-02     -0.46013735E-02     -0.30715861E-03     -0.57536757E-03
     151     -0.43966007E-02     -0.46013735E-02     -0.30841095E-03     -0.57536757E-03
     152     -0.43983186E-02     -0.46013735E-02     -0.30964574E-03     -0.57536757E-03
     153     -0.43998486E-02     -0.46013735E-02     -0.31087291E-03     -0.57536757E-03
     154     -0.44013825E-02     -0.46013735E-02     -0.31232220E-03     -0.57536757E-03
     155     -0.44028478E-02     -0.46013735E-02     -0.31351534E-03     -0.57536757E-03
     156     -0.44043476E-02     -0.46013735E-02     -0.31482800E-03     -0.57536757E-03
     157     -0.44057634E-02     -0.46013735E-02     -0.31589801E-03     -0.57536757E-03
     158     -0.44072386E-02     -0.46013735E-02     -0.31716815E-03     -0.57536757E-03
     159     -0.44085257E-02     -0.46013735E-02     -0.31848011E-03     -0.57536757E-03
     160     -0.44099328E-02     -0.46013735E-02     -0.31960991E-03     -0.57536757E-03
     161     -0.44112362E-02     -0.46013735E-02     -0.32086963E-03     -0.57536757E-03
     162     -0.44126193E-02     -0.46013735E-02     -0.32194291E-03     -0.57536757E-03
     163     -0.44139989E-02     -0.46013735E-02     -0.32313865E-03     -0.57536757E-03
     164     -0.44153909E-02     -0.46013735E-02     -0.32443943E-03     -0.57536757E-03
     165     -0.44168239E-02     -0.46013735E-02     -0.32570204E-03     -0.57536757E-03
     166     -0.44180832E-02     -0.46013735E-02     -0.32698033E-03     -0.57536757E-03
     167     -0.44193462E-02     -0.46013735E-02     -0.32816058E-03     -0.57536757E-03
     168     -0.44205724E-02     -0.46013735E-02     -0.32950551E-03     -0.57536757E-03
     169     -0.44217061E-02     -0.46013735E-02     -0.33072424E-03     -0.57536757E-03
     170     -0.44229678E-02     -0.46013735E-02     -0.33203482E-03     -0.57536757E-03
     171     -0.44240762E-02     -0.46013735E-02     -0.33331900E-03     -0.57536757E-03
     172     -0.44252178E-02     -0.46013735E-02     -0.33451276E-03     -0.57536757E-03
     173     -0.44263183E-02     -0.46013735E-02     -0.33580090E-03     -0.57536757E-03
     174     -0.44274565E-02     -0.46013735E-02     -0.33693945E-03     -0.57536757E-03
     175     -0.44285165E-02     -0.46013735E-02     -0.33807553E-03     -0.57536757E-03
     176     -0.44296690E-02     -0.46013735E-02     -0.33927506E-03     -0.57536757E-03
     177     -0.44306253E-02     -0.46013735E-02     -0.34048653E-03     -0.57536757E-03
     178     -0.44316747E-02     -0.46013735E-02     -0.34165517E-03     -0.57536757E-03
     179     -0.44327137E-02     -0.46013735E-02     -0.34276200E-03     -0.57536757E-03
     180     -0.44337583E-02     -0.46013735E-02     -0.34394711E-03     -0.57536757E-03
     181     -0.44348328E-02     -0.46013735E-02     -0.34513843E-03     -0.57536757E-03
     182     -0.44358238E-02     -0.46013735E-02     -0.34630056E-03     -0.57536757E-03
     183     -0.44367672E-02     -0.46013735E-02     -0.34745503E-03     -0.57536757E-03
     184     -0.44376724E-02     -0.46013735E-02     -0.34869261E-03     -0.57536757E-03
     185     -0.44386314E-02     -0.46013735E-02     -0.34976629E-03     -0.57536757E-03
     186     -0.44395323E-02     -0.46013735E-02     -0.35089966E-03     -0.57536757E-03
     187     -0.44405252E-02     -0.46013735E-02     -0.35202296E-03     -0.57536757E-03
     188     -0.44414499E-02     -0.46013735E-02     -0.35319018E-03     -0.57536757E-03
     189     -0.44423314E-02     -0.46013735E-02     -0.35429812E-03     -0.57536757E-03
     190     -0.44431622E-02     -0.46013735E-02     -0.35536887E-03     -0.57536757E-03
     191     -0.44440060E-02     -0.46013735E-02     -0.35646895E-03     -0.57536757E-03
     192     -0.44448556E-02     -0.46013735E-02     -0.35777547E-03     -0.57536757E-03
     193     -0.44457538E-02     -0.46013735E-02     -0.35883557E-03     -0.57536757E-03
     194     -0.44466266E-02     -0.46013735E-02     -0.35991953E-03     -0.57536757E-03
     195     -0.44474152E-02     -0.46013735E-02     -0.36101528E-03     -0.57536757E-03
     196     -0.44481433E-02     -0.46013735E-02     -0.36201036E-03     -0.57536757E-03
     197     -0.44489396E-02     -0.46013735E-02     -0.36292957E-03     -0.57536757E-03
     198     -0.44497289E-02     -0.46013735E-02     -0.36395448E-03     -0.57536757E-03
     199     -0.44505155E-02     -0.46013735E-02     -0.36497418E-03     -0.57536757E-03
     200     -0.44512964E-02     -0.46013735E-02     -0.36600211E-03     -0.57536757E-03
     201     -0.44520414E-02     -0.46013735E-02     -0.36704870E-03     -0.57536757E-03
     202     -0.44528245E-02     -0.46013735E-02     -0.36800612E-03     -0.57536757E-03
     203     -0.44536053E-02     -0.46013735E-02     -0.36900374E-03     -0.57536757E-03
     204     -0.44544019E-02     -0.46013735E-02     -0.37005131E-03     -0.57536757E-03
     205     -0.44550716E-02     -0.46013735E-02     -0.37107263E-03     -0.57536757E-03
     206     -0.44557578E-02     -0.46013735E-02     -0.37207948E-03     -0.57536757E-03
     207     -0.44564394E-02     -0.46013735E-02     -0.37311861E-03     -0.57536757E-03
     208     -0.44571983E-02     -0.46013735E-02     -0.37412128E-03     -0.57536757E-03
     209     -0.44578773E-02     -0.46013735E-02     -0.37506290E-03     -0.57536757E-03
     210     -0.44585665E-02     -0.46013735E-02     -0.37599565E-03     -0.57536757E-03
     211     -0.44591922E-02     -0.46013735E-02     -0.37698155E-03     -0.57536757E-03
     212     -0.44598318E-02     -0.46013735E-02     -0.37788007E-03     -0.57536757E-03
     213     -0.44604983E-02     -0.46013735E-02     -0.37883540E-03     -0.57536757E-03
     214     -0.44611186E-02     -0.46013735E-02     -0.37977111E-03     -0.57536757E-03
     215     -0.44617953E-02     -0.46013735E-02     -0.38071522E-03     -0.57536757E-03
     216     -0.44623847E-02     -0.46013735E-02     -0.38160087E-03     -0.57536757E-03
     217     -0.44629885E-02     -0.46013735E-02     -0.38246847E-03     -0.57536757E-03
     218     -0.44636236E-02     -0.46013735E-02     -0.38339378E-03     -0.57536757E-03

# q=  0.25000000E+00  0.75000000E+00  0.25000000E+00  (qpt 16)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.41728665E-03     -0.82517511E-02     -0.21013549E-05     -0.66434504E-03
       2     -0.83866246E-03     -0.82517511E-02     -0.42078518E-05     -0.66434504E-03
       3     -0.11209456E-02     -0.82517511E-02     -0.56919900E-05     -0.66434504E-03
       4     -0.13962293E-02     -0.82517511E-02     -0.70323138E-05     -0.66434504E-03
       5     -0.17956984E-02     -0.82517511E-02     -0.99073415E-05     -0.66434504E-03
       6     -0.21089251E-02     -0.82517511E-02     -0.12802339E-04     -0.66434504E-03
       7     -0.22510616E-02     -0.82517511E-02     -0.18381378E-04     -0.66434504E-03
       8     -0.24531220E-02     -0.82517511E-02     -0.23666743E-04     -0.66434504E-03
       9     -0.26342861E-02     -0.82517511E-02     -0.27828148E-04     -0.66434504E-03
      10     -0.27704605E-02     -0.82517511E-02     -0.30847583E-04     -0.66434504E-03
      11     -0.29400676E-02     -0.82517511E-02     -0.33878650E-04     -0.66434504E-03
      12     -0.30978563E-02     -0.82517511E-02     -0.37331107E-04     -0.66434504E-03
      13     -0.32377007E-02     -0.82517511E-02     -0.40513123E-04     -0.66434504E-03
      14     -0.33821387E-02     -0.82517511E-02     -0.43031566E-04     -0.66434504E-03
      15     -0.35243507E-02     -0.82517511E-02     -0.45809020E-04     -0.66434504E-03
      16     -0.36596794E-02     -0.82517511E-02     -0.48839915E-04     -0.66434504E-03
      17     -0.37662627E-02     -0.82517511E-02     -0.51625266E-04     -0.66434504E-03
      18     -0.38725782E-02     -0.82517511E-02     -0.54749518E-04     -0.66434504E-03
      19     -0.39868068E-02     -0.82517511E-02     -0.58009720E-04     -0.66434504E-03
      20     -0.40902898E-02     -0.82517511E-02     -0.61112277E-04     -0.66434504E-03
      21     -0.41886402E-02     -0.82517511E-02     -0.64449275E-04     -0.66434504E-03
      22     -0.42972165E-02     -0.82517511E-02     -0.67897268E-04     -0.66434504E-03
      23     -0.43902413E-02     -0.82517511E-02     -0.71581534E-04     -0.66434504E-03
      24     -0.44761121E-02     -0.82517511E-02     -0.75542284E-04     -0.66434504E-03
      25     -0.45601845E-02     -0.82517511E-02     -0.79289427E-04     -0.66434504E-03
      26     -0.46511971E-02     -0.82517511E-02     -0.83236620E-04     -0.66434504E-03
      27     -0.47263792E-02     -0.82517511E-02     -0.87201145E-04     -0.66434504E-03
      28     -0.48085163E-02     -0.82517511E-02     -0.90611978E-04     -0.66434504E-03
      29     -0.48816458E-02     -0.82517511E-02     -0.94562550E-04     -0.66434504E-03
      30     -0.49547858E-02     -0.82517511E-02     -0.98086850E-04     -0.66434504E-03
      31     -0.50319916E-02     -0.82517511E-02     -0.10171027E-03     -0.66434504E-03
      32     -0.51034928E-02     -0.82517511E-02     -0.10545061E-03     -0.66434504E-03
      33     -0.51729041E-02     -0.82517511E-02     -0.10911628E-03     -0.66434504E-03
      34     -0.52446577E-02     -0.82517511E-02     -0.11276901E-03     -0.66434504E-03
      35     -0.53200259E-02     -0.82517511E-02     -0.11654910E-03     -0.66434504E-03
      36     -0.53813753E-02     -0.82517511E-02     -0.12009449E-03     -0.66434504E-03
      37     -0.54467140E-02     -0.82517511E-02     -0.12343625E-03     -0.66434504E-03
      38     -0.55025631E-02     -0.82517511E-02     -0.12783573E-03     -0.66434504E-03
      39     -0.55576010E-02     -0.82517511E-02     -0.13181458E-03     -0.66434504E-03
      40     -0.56136515E-02     -0.82517511E-02     -0.13598592E-03     -0.66434504E-03
      41     -0.56701399E-02     -0.82517511E-02     -0.13969551E-03     -0.66434504E-03
      42     -0.57320750E-02     -0.82517511E-02     -0.14441701E-03     -0.66434504E-03
      43     -0.57782868E-02     -0.82517511E-02     -0.14910925E-03     -0.66434504E-03
      44     -0.58394543E-02     -0.82517511E-02     -0.15312333E-03     -0.66434504E-03
      45     -0.58953430E-02     -0.82517511E-02     -0.15731500E-03     -0.66434504E-03
      46     -0.59483528E-02     -0.82517511E-02     -0.16186583E-03     -0.66434504E-03
      47     -0.60016809E-02     -0.82517511E-02     -0.16569573E-03     -0.66434504E-03
      48     -0.60537451E-02     -0.82517511E-02     -0.16900062E-03     -0.66434504E-03
      49     -0.61030244E-02     -0.82517511E-02     -0.17192396E-03     -0.66434504E-03
      50     -0.61524319E-02     -0.82517511E-02     -0.17499738E-03     -0.66434504E-03
      51     -0.61952616E-02     -0.82517511E-02     -0.17855001E-03     -0.66434504E-03
      52     -0.62416630E-02     -0.82517511E-02     -0.18216434E-03     -0.66434504E-03
      53     -0.62833153E-02     -0.82517511E-02     -0.18547950E-03     -0.66434504E-03
      54     -0.63236647E-02     -0.82517511E-02     -0.18883140E-03     -0.66434504E-03
      55     -0.63639553E-02     -0.82517511E-02     -0.19186482E-03     -0.66434504E-03
      56     -0.64031587E-02     -0.82517511E-02     -0.19474188E-03     -0.66434504E-03
      57     -0.64401699E-02     -0.82517511E-02     -0.19724427E-03     -0.66434504E-03
      58     -0.64776019E-02     -0.82517511E-02     -0.19997841E-03     -0.66434504E-03
      59     -0.65136910E-02     -0.82517511E-02     -0.20268459E-03     -0.66434504E-03
      60     -0.65506050E-02     -0.82517511E-02     -0.20509058E-03     -0.66434504E-03
      61     -0.65891087E-02     -0.82517511E-02     -0.20742735E-03     -0.66434504E-03
